8.100317362265035959e-01,6.350460408760253417e-01,2.695475794898449795e-01,8.696053381198416421e-01,6.619215896902044260e-01,2.522587265176317040e-01,7.656700328121555099e-01,8.905486670164639573e-01
7.962525237327237049e-01,7.036532523834071462e-03,3.556973804176838394e-01,4.875660526374697712e-01,7.405196151458319775e-01,7.066501025423232996e-01,9.929144949249609775e-01,3.817343673185453756e-01
4.812453308565993737e-01,1.024607209132640806e-01,2.194859389283209117e-01,6.773223694407318751e-01,2.475091868550378660e-01,2.443408582448861610e-01,1.638245273679145297e-01,7.159616402220535525e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00,5.000000000000000000e-01
1.134880000000000055e-01,7.425190000000000401e-01,3.515399999999999775e-02,1.045669999999999933e-01,7.640460000000000029e-01,8.968900000000000483e-02,8.847399999999999709e-02,8.621699999999999919e-01
2.349749999999999894e-01,2.489399999999999946e-02,3.907599999999999962e-02,4.231499999999999845e-02,5.245400000000000063e-01,7.901529999999999943e-01,5.202510000000000190e-01,9.435000000000000053e-01
3.196109999999999784e-01,2.637700000000000045e-01,2.151000000000000134e-03,4.449999999999999789e-02,6.520139999999999825e-01,5.616899999999999671e-02,4.007299999999999751e-02,1.512999999999999901e-01
4.153999999999999707e-03,2.944669999999999788e-01,6.323399999999999854e-02,7.121739999999999737e-01,8.104999999999999982e-01,8.296470000000000233e-01,1.375029999999999863e-01,5.686170000000000391e-01
4.360200000000000187e-02,1.732589999999999963e-01,1.067209999999999964e-01,2.016920000000000102e-01,3.415440000000000142e-01,3.491199999999999859e-01,5.600800000000000223e-02,5.739180000000000392e-01
5.911899999999999794e-02,1.458540000000000114e-01,1.324400000000000022e-01,1.894849999999999868e-01,3.680220000000000158e-01,3.350339999999999985e-01,3.107100000000000140e-02,5.706639999999999491e-01
2.233299999999999869e-02,1.695699999999999985e-01,1.211779999999999941e-01,2.093289999999999873e-01,3.362290000000000001e-01,3.796160000000000090e-01,8.371499999999999775e-02,5.573240000000000416e-01
2.171000000000000187e-03,1.621390000000000053e-01,9.235000000000000153e-02,2.128420000000000034e-01,3.472310000000000119e-01,3.902619999999999978e-01,5.247399999999999981e-02,5.261569999999999858e-01
4.629699999999999788e-02,1.497670000000000112e-01,9.061299999999999910e-02,1.845640000000000058e-01,3.110450000000000159e-01,3.789029999999999898e-01,1.128709999999999991e-01,5.878179999999999517e-01
6.544300000000000117e-02,1.248500000000000026e-01,9.866600000000000370e-02,1.945600000000000107e-01,3.403950000000000031e-01,3.911839999999999762e-01,1.324230000000000129e-01,5.570819999999999661e-01
8.826900000000000024e-02,1.293509999999999938e-01,1.127070000000000016e-01,2.214129999999999987e-01,3.663629999999999942e-01,3.991290000000000115e-01,1.602709999999999968e-01,5.828360000000000207e-01
5.455900000000000333e-02,8.328699999999999992e-02,1.642879999999999896e-01,2.087120000000000086e-01,4.228230000000000044e-01,3.536429999999999851e-01,2.209919999999999940e-01,6.408760000000000012e-01
